"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Garh Shankar(Mahalpur),7.3,Tonnes,NR,Other,400,550,500,Rs/Quintal
GarhShankar (Kotfatuhi),1,Tonnes,NR,Other,400,600,500,Rs/Quintal
Gehri(Jandiala mandi),0.6,Tonnes,NR,Potato,600,600,600,Rs/Quintal
Ghanaur,0.5,Tonnes,NR,Other,500,600,600,Rs/Quintal
Giddarbaha,7,Tonnes,NR,Potato,500,700,600,Rs/Quintal
Goniana,0.75,Tonnes,NR,Other,300,460,460,Rs/Quintal
Jagraon,7.5,Tonnes,NR,Other,450,500,465,Rs/Quintal
Jalalabad,50,Tonnes,NR,Other,350,400,380,Rs/Quintal
Jalandhar City(Jalandhar),200.8,Tonnes,NR,Other,100,540,340,Rs/Quintal
Kapurthala,2,Tonnes,NR,Potato,300,400,400,Rs/Quintal
Khamano,0.5,Tonnes,NR,Potato,600,600,600,Rs/Quintal
Khanna,79.9,Tonnes,NR,Other,200,400,250,Rs/Quintal
Kharar,32,Tonnes,NR,Potato,400,550,500,Rs/Quintal
Kot ise Khan,2,Tonnes,NR,Other,500,700,600,Rs/Quintal
Kurali,3,Tonnes,NR,Other,400,470,420,Rs/Quintal
Lalru,10,Tonnes,NR,Other,500,500,500,Rs/Quintal
Lohian Khas,0.5,Tonnes,NR,Other,300,500,400,Rs/Quintal
Makhu,1.5,Tonnes,NR,Other,700,900,800,Rs/Quintal
Malerkotla,15,Tonnes,NR,Other,380,440,400,Rs/Quintal
Malout,18,Tonnes,NR,Potato,200,500,300,Rs/Quintal
Mehta,0.5,Tonnes,NR,(Red Nanital),300,350,320,Rs/Quintal
Morinda,4,Tonnes,NR,Other,500,500,500,Rs/Quintal
Mukerian,1.4,Tonnes,NR,Potato,700,900,850,Rs/Quintal
Mukerian(Talwara),0.28,Tonnes,NR,Potato,800,1200,1000,Rs/Quintal
Muktsar,3,Tonnes,NR,Kufri Giriraj,400,600,500,Rs/Quintal
Nabha,288,Tonnes,NR,Other,300,600,400,Rs/Quintal
Patiala,27.5,Tonnes,NR,Potato,100,300,200,Rs/Quintal
Patran,5.5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Patti,2,Tonnes,NR,Other,600,800,700,Rs/Quintal
Phagwara,47.2,Tonnes,NR,Other,300,492,396,Rs/Quintal
Raikot,2,Tonnes,NR,Other,400,600,500,Rs/Quintal
Rajpura,20.5,Tonnes,NR,Other,200,400,300,Rs/Quintal
Raman,10,Tonnes,NR,Other,400,470,450,Rs/Quintal
Rampuraphul(Nabha Mandi),2,Tonnes,NR,Other,350,500,350,Rs/Quintal
Rayya,0.7,Tonnes,NR,Other,500,700,600,Rs/Quintal
Samrala,5,Tonnes,NR,Other,400,600,500,Rs/Quintal
Sangrur,8.5,Tonnes,NR,Local,400,500,400,Rs/Quintal
Sirhind,20,Tonnes,NR,Other,400,500,450,Rs/Quintal
Sunam,3,Tonnes,NR,Potato,300,500,400,Rs/Quintal
Talwandi Sabo,1.5,Tonnes,NR,Other,300,500,400,Rs/Quintal
Tanda Urmur,1.8,Tonnes,NR,Other,400,600,500,Rs/Quintal
Tarantaran,6,Tonnes,NR,Other,500,600,550,Rs/Quintal
Zira,2.3,Tonnes,NR,Potato,600,800,700,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),89.5,Tonnes,NR,Other,500,700,650,Rs/Quintal
Alwar(FV),82.2,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Bayana,5.5,Tonnes,NR,Other,500,500,500,Rs/Quintal
Chittorgarh,8.5,Tonnes,NR,Other,700,1000,850,Rs/Quintal
Chomu(F&V),120.6,Tonnes,NR,Other,300,700,500,Rs/Quintal
Jaipur(F&V),822.4,Tonnes,NR,Other,400,500,450,Rs/Quintal
Neem Ka Thana,6.5,Tonnes,NR,Other,540,630,600,Rs/Quintal
Nimbahera,12,Tonnes,NR,(Red Nanital),600,700,650,Rs/Quintal
Pilli Banga,0.4,Tonnes,NR,Other,550,610,580,Rs/Quintal
Sriganganagar(F&V),25,Tonnes,NR,Other,350,350,350,Rs/Quintal
Udaipur(F&V),203.6,Tonnes,NR,Other,200,600,400,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,161.9,Tonnes,NR,(Red Nanital),500,1500,1200,Rs/Quintal
Gudimalkapur,86,Tonnes,NR,(Red Nanital),600,1000,800,Rs/Quintal
L B Nagar,4.3,Tonnes,NR,(Red Nanital),700,1000,800,Rs/Quintal
Mahboob Manison,16.5,Tonnes,NR,(Red Nanital),1000,1300,1200,Rs/Quintal
Tripura,,,,,,,,
Barpathari,0.2,Tonnes,NR,Jyoti,800,1000,900,Rs/Quintal
Bishalgarh,4,Tonnes,NR,Jalander,1500,2000,1700,Rs/Quintal
Champaknagar,1,Tonnes,NR,Jyoti,1250,1400,1300,Rs/Quintal
Dasda,0.2,Tonnes,NR,Potato,1500,2000,1750,Rs/Quintal
Kalyanpur,0.3,Tonnes,NR,Potato,1420,1480,1450,Rs/Quintal
Melaghar,7,Tonnes,NR,Jalander,1200,1350,1300,Rs/Quintal
Pabiacherra,0.5,Tonnes,NR,Jyoti,1600,1650,1625,Rs/Quintal
Panichowki,0.7,Tonnes,NR,Jyoti,1670,1750,1720,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,3.5,Tonnes,NR,Desi,600,1000,800,Rs/Quintal
Achnera,75,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Ahirora,11,Tonnes,NR,Other,600,800,700,Rs/Quintal
Ajuha,19,Tonnes,NR,Potato,550,600,575,Rs/Quintal
Aliganj,19.5,Tonnes,NR,Local,400,600,500,Rs/Quintal
Aligarh,310,Tonnes,NR,Desi,430,530,480,Rs/Quintal
Allahabad,50,Tonnes,NR,Local,500,650,580,Rs/Quintal
Amroha,0.5,Tonnes,NR,Kufri Megha,550,550,550,Rs/Quintal
Anandnagar,11,Tonnes,NR,Potato,900,1000,950,Rs/Quintal
Anoop Shahar,125,Tonnes,NR,F.A.Q.,480,500,490,Rs/Quintal
Anwala,13,Tonnes,NR,Local,500,600,550,Rs/Quintal
Atrauli,4,Tonnes,NR,Desi,630,650,640,Rs/Quintal
Auraiya,20,Tonnes,NR,Desi,500,600,540,Rs/Quintal
Awagarh,90,Tonnes,NR,Desi,500,700,600,Rs/Quintal
Baberu,13,Tonnes,NR,Local,560,735,650,Rs/Quintal
Badda,4.1,Tonnes,NR,Potato,500,550,520,Rs/Quintal
Bahedi,1.1,Tonnes,NR,Potato,800,900,850,Rs/Quintal
Bahraich,118.5,Tonnes,NR,Potato,725,810,760,Rs/Quintal
Ballia,140,Tonnes,NR,Potato,580,680,630,Rs/Quintal
Balrampur,65,Tonnes,NR,Potato,750,850,800,Rs/Quintal
Bangarmau,85,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Barabanki,160,Tonnes,NR,Desi,560,625,580,Rs/Quintal
Baraut,0.2,Tonnes,NR,Chips,750,850,800,Rs/Quintal
Bareilly,137.5,Tonnes,NR,Desi,525,625,580,Rs/Quintal
Barhaj,260,Tonnes,NR,Potato,820,840,830,Rs/Quintal
Basti,100,Tonnes,NR,Potato,700,780,740,Rs/Quintal
Bewar,75,Tonnes,NR,Local,400,600,500,Rs/Quintal
Bharthna,50,Tonnes,NR,Desi,440,650,540,Rs/Quintal
Bharuasumerpur,10,Tonnes,NR,Desi,710,790,755,Rs/Quintal
Bijnaur,20,Tonnes,NR,Desi,600,680,640,Rs/Quintal
Billsadda,1.8,Tonnes,NR,Other,525,620,570,Rs/Quintal
Bilsi,105,Tonnes,NR,Potato,500,600,550,Rs/Quintal
Chaandpur,2,Tonnes,NR,Desi,400,500,450,Rs/Quintal
Charra,27.5,Tonnes,NR,Desi,410,510,460,Rs/Quintal
Chhibramau(Kannuj),500,Tonnes,NR,Local,450,500,480,Rs/Quintal
Chitwadagaon,20,Tonnes,NR,Other,950,1100,1000,Rs/Quintal
Chorichora,30,Tonnes,NR,Potato,685,775,725,Rs/Quintal
Choubepur,107,Tonnes,NR,Desi,530,580,555,Rs/Quintal
Chutmalpur,1,Tonnes,NR,Potato,450,550,500,Rs/Quintal
Devariya,40,Tonnes,NR,Potato,850,875,865,Rs/Quintal
Devband,15,Tonnes,NR,Desi,400,500,450,Rs/Quintal
Dhanura,1.2,Tonnes,NR,Desi,350,400,350,Rs/Quintal
Dibiapur,19,Tonnes,NR,Desi,700,800,750,Rs/Quintal
Divai,6,Tonnes,NR,F.A.Q.,580,600,590,Rs/Quintal
Dudhi,0.48,Tonnes,NR,Red,500,600,600,Rs/Quintal
Etawah,265,Tonnes,NR,Desi,400,650,540,Rs/Quintal
Faizabad,229,Tonnes,NR,Desi,575,650,650,Rs/Quintal
Farukhabad,3450,Tonnes,NR,Local,350,500,450,Rs/Quintal
Fatehabad,15,Tonnes,NR,Desi,350,500,400,Rs/Quintal
Fatehpur,75,Tonnes,NR,Desi,480,600,540,Rs/Quintal
Fatehpur Sikri,32,Tonnes,NR,Local,500,580,535,Rs/Quintal
Firozabad,73.4,Tonnes,NR,Local,400,600,500,Rs/Quintal
Gadaura,1.2,Tonnes,NR,Potato,900,1100,1000,Rs/Quintal
Gangoh,3.6,Tonnes,NR,Desi,600,615,610,Rs/Quintal
Ganjdudwara,16,Tonnes,NR,Desi,450,500,480,Rs/Quintal
Gazipur,80,Tonnes,NR,Potato,550,650,600,Rs/Quintal
Ghiraur,50,Tonnes,NR,Local,400,650,530,Rs/Quintal
Golagokarnath,500,Tonnes,NR,Potato,500,700,570,Rs/Quintal
Gonda,132,Tonnes,NR,Desi,620,660,640,Rs/Quintal
Gopiganj,70,Tonnes,NR,Potato,350,350,350,Rs/Quintal
Gulavati,0.8,Tonnes,NR,Other,745,749,747,Rs/Quintal
Gurusarai,0.8,Tonnes,NR,Desi,960,1040,1000,Rs/Quintal
Haathras,20,Tonnes,NR,Desi,300,400,350,Rs/Quintal
Hardoi,270,Tonnes,NR,Kufri Megha,600,640,620,Rs/Quintal
Hargaon (Laharpur),14,Tonnes,NR,Local,700,800,750,Rs/Quintal
Jafarganj,32,Tonnes,NR,Desi,530,600,550,Rs/Quintal
Jagnair,74,Tonnes,NR,Desi,500,580,540,Rs/Quintal
Jahanabad,1,Tonnes,NR,F.A.Q.,400,600,500,Rs/Quintal
Jalalabad,95,Tonnes,NR,Potato,600,660,630,Rs/Quintal
Jalaun,8,Tonnes,NR,Potato,500,580,550,Rs/Quintal
Jarar,20,Tonnes,NR,Desi,450,550,500,Rs/Quintal
Jasra,70,Tonnes,NR,Desi,600,700,650,Rs/Quintal
Jaunpur,120,Tonnes,NR,Potato,680,750,700,Rs/Quintal
Jayas,13,Tonnes,NR,Desi,550,650,600,Rs/Quintal
Jhansi,34,Tonnes,NR,Potato,480,580,520,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,800,850,825,Rs/Quintal
Kadhle,1.2,Tonnes,NR,Local,400,430,415,Rs/Quintal
Kamlaganj,33,Tonnes,NR,Desi,400,500,450,Rs/Quintal
Kannauj,1300,Tonnes,NR,Desi,450,650,550,Rs/Quintal
Kanpur(Grain),1800,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Karnailganj,6.2,Tonnes,NR,Desi,600,625,610,Rs/Quintal
Karvi,34.5,Tonnes,NR,Potato,600,710,650,Rs/Quintal
Kasganj,45,Tonnes,NR,Desi,420,480,450,Rs/Quintal
Katra,0.4,Tonnes,NR,Potato,710,730,720,Rs/Quintal
Kayamganj,120,Tonnes,NR,Desi,470,520,490,Rs/Quintal
Khairagarh,75,Tonnes,NR,Desi,530,570,550,Rs/Quintal
Khalilabad,100,Tonnes,NR,Potato,700,825,750,Rs/Quintal
Khatauli,2.3,Tonnes,NR,Potato,580,600,590,Rs/Quintal
Khekda,0.6,Tonnes,NR,Potato,400,600,500,Rs/Quintal
Kiratpur,3.5,Tonnes,NR,Desi,800,900,850,Rs/Quintal
Konch,25,Tonnes,NR,Potato,450,600,500,Rs/Quintal
Kopaganj,132,Tonnes,NR,Potato,700,800,740,Rs/Quintal
Kosikalan,20,Tonnes,NR,Desi,500,540,520,Rs/Quintal
Lakhimpur,1500,Tonnes,NR,Potato,500,620,540,Rs/Quintal
Lalganj,80,Tonnes,NR,Desi,450,550,500,Rs/Quintal
Lalitpur,35,Tonnes,NR,Local,700,825,745,Rs/Quintal
Lucknow,126,Tonnes,NR,Potato,600,800,700,Rs/Quintal
Madhoganj,42.5,Tonnes,NR,Badshah,520,600,580,Rs/Quintal
Maharajganj,15,Tonnes,NR,Potato,825,850,850,Rs/Quintal
Mainpuri,260,Tonnes,NR,Local,400,550,500,Rs/Quintal
Mathura,160,Tonnes,NR,Desi,450,650,550,Rs/Quintal
Mau,132,Tonnes,NR,Potato,700,800,740,Rs/Quintal
Maudaha,6,Tonnes,NR,Potato,550,750,650,Rs/Quintal
Mauranipur,18,Tonnes,NR,Desi,960,1040,1000,Rs/Quintal
Mawana,1,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Meerut,95,Tonnes,NR,Desi,540,650,595,Rs/Quintal
Mehmoodabad,86,Tonnes,NR,Potato,440,580,510,Rs/Quintal
Milak,0.6,Tonnes,NR,Desi,435,460,448,Rs/Quintal
Mirzapur,75,Tonnes,NR,Potato,600,635,615,Rs/Quintal
Misrikh,0.5,Tonnes,NR,Potato,580,650,600,Rs/Quintal
Mohamadabad,56,Tonnes,NR,Potato,500,515,505,Rs/Quintal
Mohammdi,2.5,Tonnes,NR,F.A.Q.,490,500,500,Rs/Quintal
Moth,13,Tonnes,NR,Potato,600,700,650,Rs/Quintal
Mugrabaadshahpur,5,Tonnes,NR,Potato,1200,1250,1230,Rs/Quintal
Muradabad,220,Tonnes,NR,Desi,600,700,650,Rs/Quintal
Muradnagar,102,Tonnes,NR,Other,350,400,380,Rs/Quintal
Muskara,5,Tonnes,NR,Desi,600,700,650,Rs/Quintal
Muzzafarnagar,22,Tonnes,NR,Desi,555,600,575,Rs/Quintal
Naanpara,24,Tonnes,NR,Potato,825,900,850,Rs/Quintal
Nagina,2,Tonnes,NR,Desi,400,500,450,Rs/Quintal
Najibabad,9.2,Tonnes,NR,Desi,1250,1350,1300,Rs/Quintal
Nakud,0.5,Tonnes,NR,Other,500,600,550,Rs/Quintal
Nanuta,1.4,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Naugarh,68.5,Tonnes,NR,Potato,725,775,750,Rs/Quintal
Nautnava,5,Tonnes,NR,Potato,850,1000,950,Rs/Quintal
Nawabganj,120,Tonnes,NR,Desi,500,NR,550,Rs/Quintal
Noida,4.5,Tonnes,NR,Desi,325,421,386,Rs/Quintal
Paliakala,150,Tonnes,NR,Potato,500,580,550,Rs/Quintal
Panchpedwa,9,Tonnes,NR,Potato,650,690,670,Rs/Quintal
Parikshitgarh,1,Tonnes,NR,Local,500,600,550,Rs/Quintal
Partaval,19,Tonnes,NR,Potato,750,900,800,Rs/Quintal
Pilibhit,145,Tonnes,NR,Desi,570,610,590,Rs/Quintal
Pukhrayan,25,Tonnes,NR,Desi,500,600,560,Rs/Quintal
Puranpur,6.2,Tonnes,NR,Potato,480,580,530,Rs/Quintal
Purwa,3,Tonnes,NR,Desi,775,825,800,Rs/Quintal
Puwaha,6,Tonnes,NR,Potato,500,550,520,Rs/Quintal
Raath,16.5,Tonnes,NR,Local,675,725,700,Rs/Quintal
Raibareilly,68,Tonnes,NR,Desi,500,560,540,Rs/Quintal
Rampur,40,Tonnes,NR,Desi,550,625,580,Rs/Quintal
Rampurmaniharan,0.2,Tonnes,NR,Potato,500,700,600,Rs/Quintal
Rasda,12,Tonnes,NR,Desi,950,1200,1000,Rs/Quintal
Robertsganj,95,Tonnes,NR,Potato,600,640,615,Rs/Quintal
Ruperdeeha,300,Tonnes,NR,Potato,NR,900,800,Rs/Quintal
Rura,18,Tonnes,NR,Desi,750,850,800,Rs/Quintal
Safdarganj,8.5,Tonnes,NR,Desi,600,680,640,Rs/Quintal
Saharanpur,120,Tonnes,NR,Desi,500,620,565,Rs/Quintal
Sahiyapur,48,Tonnes,NR,Potato,700,800,750,Rs/Quintal
Saidpur,10,Tonnes,NR,Potato,550,650,600,Rs/Quintal
Salon,110,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Sambhal,23.2,Tonnes,NR,Desi,780,855,825,Rs/Quintal
Samsabad,290,Tonnes,NR,Local,400,500,450,Rs/Quintal
Sandi,62,Tonnes,NR,Other,850,950,875,Rs/Quintal
Sehjanwa,10,Tonnes,NR,Potato,1035,1200,1050,Rs/Quintal
Shadabad,300,Tonnes,NR,Desi,300,400,350,Rs/Quintal
Shahabad(New Mandi),70,Tonnes,NR,Potato,440,540,490,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,600,620,610,Rs/Quintal
Shahganj,41,Tonnes,NR,Potato,680,800,730,Rs/Quintal
Shahjahanpur,300,Tonnes,NR,Potato,600,700,620,Rs/Quintal
Shahpur,2.5,Tonnes,NR,Potato,NR,NR,550,Rs/Quintal
Shamli,30,Tonnes,NR,Desi,500,700,600,Rs/Quintal
Sikarpur,18.5,Tonnes,NR,Potato,280,400,300,Rs/Quintal
Sindholi,3,Tonnes,NR,Other,800,900,850,Rs/Quintal
Sirsa,16,Tonnes,NR,Badshah,580,720,670,Rs/Quintal
Sirsaganj,706,Tonnes,NR,Local,300,500,400,Rs/Quintal
Sitapur,255,Tonnes,NR,Potato,530,610,575,Rs/Quintal
Siyana,8.5,Tonnes,NR,Potato,450,550,500,Rs/Quintal
Soharatgarh,25,Tonnes,NR,Potato,725,765,745,Rs/Quintal
Sultanpur,4,Tonnes,NR,Desi,610,650,630,Rs/Quintal
Sultanpurchilkana,0.3,Tonnes,NR,Desi,280,320,300,Rs/Quintal
Tamkuhi Road,69.5,Tonnes,NR,Potato,900,985,950,Rs/Quintal
Tanda,59,Tonnes,NR,Potato,700,1000,800,Rs/Quintal
Tanda(Rampur),1.5,Tonnes,NR,Other,400,410,405,Rs/Quintal
Thanabhawan,3,Tonnes,NR,Local,500,600,550,Rs/Quintal
Tilhar,0.5,Tonnes,NR,Potato,660,750,700,Rs/Quintal
Tundla,31.5,Tonnes,NR,Desi,420,450,430,Rs/Quintal
Ujhani,120,Tonnes,NR,Local,550,650,600,Rs/Quintal
Unnao,61.6,Tonnes,NR,Desi,475,560,525,Rs/Quintal
Uttaripura,1425.6,Tonnes,NR,Desi,400,600,500,Rs/Quintal
Vilaspur,0.78,Tonnes,NR,Desi,680,700,690,Rs/Quintal
Vilthararoad,10,Tonnes,NR,Desi,900,1000,950,Rs/Quintal
Vishalpur,45,Tonnes,NR,Desi,525,600,575,Rs/Quintal
Visoli,175,Tonnes,NR,Other,500,600,550,Rs/Quintal
Viswan,3,Tonnes,NR,Desi,400,500,450,Rs/Quintal
Wansi,72,Tonnes,NR,Potato,585,595,590,Rs/Quintal
Yusufpur,10,Tonnes,NR,Potato,500,700,600,Rs/Quintal
Uttrakhand,,,,,,,,
Bhagwanpur(Naveen Mandi Sthal),1,Tonnes,NR,Other,500,550,525,Rs/Quintal
Dehradoon,213.1,Tonnes,NR,Other,400,600,500,Rs/Quintal
Haldwani,180.9,Tonnes,NR,Other,425,625,525,Rs/Quintal
Haridwar Union,44,Tonnes,NR,Other,300,500,400,Rs/Quintal
Jaspur(UC),2.1,Tonnes,NR,Other,600,600,600,Rs/Quintal
Khateema,12,Tonnes,NR,Other,300,500,400,Rs/Quintal
Manglaur,0.5,Tonnes,NR,Other,400,600,500,Rs/Quintal
Ramnagar,2,Tonnes,NR,Other,500,600,550,Rs/Quintal
Roorkee,70,Tonnes,NR,Other,300,550,400,Rs/Quintal
Rudrapur,26,Tonnes,NR,Other,400,600,500,Rs/Quintal
Vikasnagar,3,Tonnes,NR,Other,500,500,500,Rs/Quintal
West Bengal,,,,,,,,
Asansol,60,Tonnes,NR,Jyoti,740,780,760,Rs/Quintal
Balarampur,15.85,Tonnes,NR,Other,480,510,500,Rs/Quintal
Bara Bazar (Posta Bazar),15,Tonnes,NR,Jyoti,640,660,660,Rs/Quintal
,,,NR,Other,500,520,520,Rs/Quintal
Barasat,180,Tonnes,NR,Other,600,600,600,Rs/Quintal
Baruipur(Canning),31,Tonnes,NR,Jyoti,700,740,720,Rs/Quintal
Baxirhat,200,Tonnes,NR,Jyoti,850,950,900,Rs/Quintal
Belacoba,3,Tonnes,NR,Other,650,725,700,Rs/Quintal
Beldanga,65,Tonnes,NR,Jyoti,630,650,640,Rs/Quintal
Bethuadahari,18,Tonnes,NR,F.A.Q.,500,540,520,Rs/Quintal
Birbhum,70,Tonnes,NR,Other,500,550,530,Rs/Quintal
Bishnupur(Bankura),6.5,Tonnes,NR,Jyoti,600,680,650,Rs/Quintal
Bolpur,65,Tonnes,NR,Jyoti,560,630,580,Rs/Quintal
Burdwan,362,Tonnes,NR,Jyoti,580,620,600,Rs/Quintal
Chakdah,70,Tonnes,NR,Jyoti,610,630,620,Rs/Quintal
Champadanga,60,Tonnes,NR,Jyoti,540,580,560,Rs/Quintal
Coochbehar,0.9,Tonnes,NR,Jyoti,300,500,400,Rs/Quintal
Dhupguri,34,Tonnes,NR,Jyoti,475,600,525,Rs/Quintal
Diamond Harbour(South 24-pgs),35,Tonnes,NR,Jyoti,670,720,700,Rs/Quintal
Dinhata,4,Tonnes,NR,Other,700,800,750,Rs/Quintal
Durgapur,170,Tonnes,NR,Jyoti,640,700,660,Rs/Quintal
,,,NR,Other,630,660,640,Rs/Quintal
English Bazar,28.8,Tonnes,NR,Jyoti,650,670,660,Rs/Quintal
Gajol,20.8,Tonnes,NR,Desi,600,700,650,Rs/Quintal
Garbeta(Medinipur),2,Tonnes,NR,Jyoti,490,530,510,Rs/Quintal
Ghatal,110,Tonnes,NR,Jyoti,500,600,550,Rs/Quintal
Guskara(Burdwan),326,Tonnes,NR,Jyoti,480,520,500,Rs/Quintal
Habra,15,Tonnes,NR,Other,560,600,580,Rs/Quintal
Indus(Bankura Sadar),20,Tonnes,NR,Jyoti,540,560,550,Rs/Quintal
Islampur,12,Tonnes,NR,Jyoti,680,725,700,Rs/Quintal
Jalpaiguri Sadar,12,Tonnes,NR,Jyoti,700,800,750,Rs/Quintal
Jangipur,209,Tonnes,NR,Jyoti,880,925,900,Rs/Quintal
Jhargram,33,Tonnes,NR,Jyoti,800,1000,900,Rs/Quintal
Kalipur,32,Tonnes,NR,Jyoti,520,560,540,Rs/Quintal
Kalna,21,Tonnes,NR,Jyoti,470,480,480,Rs/Quintal
Kalyani,2.5,Tonnes,NR,Jyoti,650,680,660,Rs/Quintal
Kandi,40,Tonnes,NR,Jyoti,690,710,700,Rs/Quintal
Karimpur,45,Tonnes,NR,Jyoti,825,1225,1100,Rs/Quintal
Karsiyang(Matigara),4.2,Tonnes,NR,Local,2500,3500,3000,Rs/Quintal
,,,NR,Red,1200,1600,1400,Rs/Quintal
Katwa,162,Tonnes,NR,Jyoti,420,460,440,Rs/Quintal
Khatra,9,Tonnes,NR,Jyoti,550,650,600,Rs/Quintal
Mathabhanga,2.5,Tonnes,NR,Jyoti,600,700,650,Rs/Quintal
Mekhliganj,2,Tonnes,NR,Other,700,800,750,Rs/Quintal
Moynaguri,4,Tonnes,NR,Other,600,650,625,Rs/Quintal
Nadia,22,Tonnes,NR,Jyoti,600,630,620,Rs/Quintal
Pandua,30,Tonnes,NR,Other,530,540,540,Rs/Quintal
Pundibari,0.6,Tonnes,NR,Jyoti,400,550,500,Rs/Quintal
Purulia,42,Tonnes,NR,Jyoti,440,480,460,Rs/Quintal
Ramkrishanpur(Howrah),14.5,Tonnes,NR,Jyoti,690,720,700,Rs/Quintal
Rampurhat,84,Tonnes,NR,Jyoti,390,410,400,Rs/Quintal
,,,NR,Potato,690,710,700,Rs/Quintal
Ranaghat,21.5,Tonnes,NR,Jyoti,560,580,580,Rs/Quintal
Samsi,45,Tonnes,NR,Jyoti,1025,1075,1050,Rs/Quintal
Sheoraphuly,12,Tonnes,NR,Jyoti,580,620,600,Rs/Quintal
Siliguri,70,Tonnes,NR,Jyoti,550,650,600,Rs/Quintal
,,,NR,Local,450,550,500,Rs/Quintal
,,,NR,Red,550,650,600,Rs/Quintal
Toofanganj,19,Tonnes,NR,Jyoti,850,950,900,Rs/Quintal
Uluberia,12.9,Tonnes,NR,Jyoti,670,700,680,Rs/Quintal
Pumpkin,,,,,,,,
Assam,,,,,,,,
Howly,7.5,Tonnes,NR,Pumpkin,1300,1600,1450,Rs/Quintal
Kharupetia,2,Tonnes,NR,Pumpkin,900,1000,950,Rs/Quintal
Pamohi(Garchuk),50,Tonnes,NR,Pumpkin,1000,1200,1100,Rs/Quintal
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),6.63,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,18,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,3,Tonnes,NR,Other,500,800,700,Rs/Quintal
Gondal(Veg.market Gondal),1.05,Tonnes,NR,Pumpkin,500,800,650,Rs/Quintal
Padra,1.7,Tonnes,NR,Other,700,750,725,Rs/Quintal
Surat,10,Tonnes,NR,Other,500,700,600,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,1,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Asandh,0.6,Tonnes,NR,Other,400,600,550,Rs/Quintal
Barwala,4.5,Tonnes,NR,Other,800,800,800,Rs/Quintal
Jagadhri,0.2,Tonnes,NR,Other,500,800,800,Rs/Quintal
Ladwa,0.32,Tonnes,NR,Pumpkin,1500,1600,1500,Rs/Quintal
Naraingarh,0.35,Tonnes,NR,Pumpkin,1000,1000,1000,Rs/Quintal
Radaur,1,Tonnes,NR,Other,800,800,800,Rs/Quintal
Shahabad,0.2,Tonnes,NR,Pumpkin,1000,1000,1000,Rs/Quintal
Sonepat,0.2,Tonnes,NR,Other,1000,1500,1000,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Dhanotu (Mandi),0.8,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Kangra,0.2,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Kullu,0.2,Tonnes,NR,Other,1500,1800,1600,Rs/Quintal
Solan(Nalagarh),0.8,Tonnes,NR,Other,900,1200,1100,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,700,800,750,Rs/Quintal
Samba,1.1,Tonnes,NR,Pumpkin,1200,1400,1300,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,7,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Pumpkin,2000,2500,2200,Rs/Quintal
Kerala,,,,,,,,
Aluva,3,Tonnes,NR,Pumpkin,800,1600,1200,Rs/Quintal
Angamaly,0.3,Tonnes,NR,Pumpkin,1400,1800,1600,Rs/Quintal
Anyara(EEC),0.25,Tonnes,NR,Pumpkin,1200,1500,1400,Rs/Quintal
Athirampuzha,0.35,Tonnes,NR,Pumpkin,700,900,800,Rs/Quintal
Chala,3,Tonnes,NR,Other,1800,1856,1820,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Pumpkin,1000,1500,1200,Rs/Quintal
Ettumanoor,1.3,Tonnes,NR,Pumpkin,800,1000,1000,Rs/Quintal
Harippad,1,Tonnes,NR,Other,1200,1800,1500,Rs/Quintal
